cnt,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
224,4,0,12,19,0,2,1,1,0.38,0.3939,0.66,0
353,3,0,9,12,1,1,0,2,0.72,0.6818,0.7,0.194
35,3,0,8,0,0,2,1,1,0.72,0.697,0.79,0.1343
166,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582
78,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224
126,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582
87,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896
349,2,0,5,19,0,2,1,1,0.6,0.5909,0.69,0.2537
143,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239
15,4,1,10,2,1,1,0,1,0.34,0.3333,0.81,0.194
20,3,0,8,2,0,5,1,1,0.62,0.5606,0.88,0.1343
138,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0
450,4,1,10,16,0,4,1,1,0.6,0.6212,0.56,0.2836
175,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642
7,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985
268,3,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.194
729,3,1,9,13,0,0,0,1,0.68,0.6364,0.39,0
176,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896
64,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045
395,4,1,10,15,0,5,1,1,0.64,0.6061,0.65,0.2985
9,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343
47,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239
193,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0
117,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896
478,2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985
353,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343
184,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343
50,1,0,2,15,0,4,1,1,0.2,0.197,0.25,0.2537
105,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836
133,1,1,12,16,0,0,0,1,0.28,0.2424,0.38,0.4179
238,4,0,12,16,0,2,1,1,0.44,0.4394,0.54,0
474,2,1,6,8,0,1,1,2,0.54,0.5152,0.83,0.194
87,4,0,12,6,0,3,1,2,0.26,0.303,0.87,0
3,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194
76,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537
253,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0
81,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194
207,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896
529,3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881
454,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194
112,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836
352,3,1,9,12,0,3,1,1,0.68,0.6364,0.36,0.1343
89,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642
508,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239
5,2,0,5,3,0,5,1,1,0.44,0.4394,1,0
15,4,1,10,3,0,6,0,1,0.32,0.303,0.66,0.2239
109,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045
130,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179
221,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239
82,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642
5,1,1,12,2,0,1,1,1,0.2,0.2576,0.75,0
489,2,0,5,18,0,3,1,1,0.6,0.5909,0.73,0.2239
104,4,1,11,22,0,1,1,1,0.32,0.3485,0.61,0
27,1,0,3,23,0,4,1,3,0.34,0.3485,0,0.0896
68,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836
246,3,1,9,10,0,5,1,2,0.68,0.6364,0.65,0
156,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582
158,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896
30,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478
168,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642
179,4,0,11,12,0,4,1,1,0.5,0.4848,0.51,0.194
50,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836
144,2,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239
522,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343
595,3,0,7,17,0,4,1,1,0.74,0.6515,0.37,0.1343
17,4,1,10,1,0,3,1,1,0.38,0.3939,0.76,0
87,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0
197,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836
1,1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642
141,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343
499,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0
169,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.194
228,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881
190,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194
322,3,0,7,10,0,6,0,1,0.72,0.6667,0.54,0.194
46,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881
460,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045
146,2,0,4,22,0,5,1,1,0.42,0.4242,0.58,0.1642
236,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.4179
52,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179
112,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239
28,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194
10,3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239
348,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642
219,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194
133,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284
110,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0
301,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627
868,2,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642
259,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045
101,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0
101,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239
3,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985
157,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925
203,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478
165,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537
9,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343
207,3,0,9,9,0,6,0,1,0.64,0.5909,0.78,0.2985
189,2,0,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836
14,1,0,3,15,0,4,1,3,0.44,0.4394,0,0.2239
6,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642
663,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985
18,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836
213,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0
2,1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642
387,2,1,4,16,0,4,1,1,0.62,0.6212,0.41,0.1045
77,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836
241,1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582
309,4,1,12,17,0,6,0,1,0.4,0.4091,0.5,0.2239
91,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537
83,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627
380,3,1,6,16,0,5,1,1,0.9,0.803,0.31,0.2239
386,4,0,9,11,0,6,0,2,0.62,0.5758,0.83,0.0896
3,2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896
10,2,0,4,2,0,1,1,1,0.54,0.5152,1,0.0896
3,4,1,11,5,0,6,0,1,0.26,0.2273,0.41,0.3284
241,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642
204,4,1,11,9,0,0,0,1,0.32,0.303,0.7,0.2537
93,3,0,9,6,0,5,1,1,0.38,0.3939,0.71,0.2239
503,2,1,5,19,0,5,1,1,0.64,0.6061,0.23,0.2537
8,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836
625,3,1,8,18,0,2,1,1,0.72,0.6667,0.54,0.2239
248,4,1,11,9,0,6,0,1,0.34,0.3182,0.49,0.2239
428,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045
327,2,1,5,18,0,3,1,3,0.64,0.6061,0.69,0.1045
9,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239
15,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0
109,4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985
624,3,1,6,8,0,5,1,2,0.74,0.6818,0.55,0.1045
268,4,1,12,15,0,1,1,1,0.6,0.6212,0.56,0
453,2,1,6,19,0,0,0,1,0.68,0.6364,0.34,0.2836
54,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627
15,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985
377,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.194
67,1,0,1,17,0,6,0,2,0.44,0.4394,0.82,0.2836
148,3,0,6,22,0,3,1,2,0.72,0.697,0.79,0.194
224,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343
185,4,1,11,21,0,2,1,1,0.24,0.2121,0.81,0.2836
4,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045
3,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343
3,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642
487,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985
433,3,1,7,12,0,0,0,1,0.9,0.8182,0.37,0.2239
37,3,1,8,5,0,4,1,1,0.6,0.5758,0.78,0.1642
159,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925
123,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896
60,3,1,6,3,0,0,0,2,0.66,0.6212,0.65,0.0896
88,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0
418,2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836
33,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343
75,2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836
95,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478
8,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045
4,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239
589,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642
253,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881
338,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0
28,1,0,3,23,0,0,0,1,0.26,0.2576,0.65,0.2239
781,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179
216,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836
33,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239
5,3,0,8,5,0,0,0,1,0.7,0.6667,0.89,0.194
500,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642
21,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836
34,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881
17,3,1,7,5,0,0,0,1,0.62,0.5909,0.78,0.194
232,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194
465,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896
116,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045
222,1,1,12,13,0,5,1,2,0.3,0.303,0.49,0.1343
132,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194
366,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119
11,4,0,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343
334,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985
89,1,1,12,20,0,1,1,2,0.26,0.2576,0.6,0.1642
203,4,1,11,21,0,1,1,2,0.38,0.3939,0.54,0.2239
403,4,1,10,9,0,5,1,2,0.54,0.5152,0.88,0.1343
209,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.194
83,2,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239
5,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045
22,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343
285,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343
7,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642
8,1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836
369,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0
319,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985
198,4,1,9,10,0,1,1,1,0.54,0.5152,0.49,0.2239
238,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045
174,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642
55,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642
378,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0
3,2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284
455,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284
78,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343
535,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045
158,2,1,4,8,0,6,0,1,0.38,0.3939,0.4,0.1343
300,2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0
13,4,0,9,4,0,5,1,3,0.6,0.5,1,0
11,2,1,5,1,0,4,1,2,0.48,0.4697,0.88,0.1343
8,4,0,9,3,0,5,1,2,0.6,0.5,1,0
183,3,0,8,9,0,1,1,1,0.76,0.697,0.55,0.3881
152,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0
438,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896
513,1,1,2,8,0,2,1,2,0.24,0.2879,0.7,0
219,3,0,6,9,0,3,1,1,0.72,0.697,0.79,0.1642
23,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239
213,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0
135,3,0,9,15,0,4,1,2,0.6,0.5909,0.69,0.4179
63,1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985
20,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896
264,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642
16,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239
252,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642
10,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896
230,4,1,11,15,0,1,1,1,0.42,0.4242,0.35,0.0896
259,4,1,11,9,0,6,0,1,0.36,0.3485,0.66,0.194
8,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985
37,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0
287,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896
445,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343
34,1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478
6,2,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642
14,3,1,9,3,0,5,1,1,0.54,0.5152,0.77,0
19,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896
201,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284
141,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537
14,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343
363,2,1,6,20,0,0,0,1,0.76,0.6818,0.48,0.1642
496,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0
505,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642
14,2,0,4,3,0,6,0,3,0.3,0.2879,1,0.2537
182,2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881
11,4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0
213,3,0,8,9,0,2,1,1,0.78,0.697,0.46,0.2985
296,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343
8,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836
22,2,1,4,5,0,2,1,1,0.3,0.2879,0.7,0.194
413,3,0,8,19,0,1,1,1,0.74,0.6667,0.51,0.2239
52,4,1,11,20,1,4,0,1,0.34,0.3636,0.71,0
467,2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642
160,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045
420,3,0,9,19,0,4,1,2,0.64,0.5758,0.89,0.0896
414,4,1,10,20,0,3,1,1,0.5,0.4848,0.72,0.1343
26,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896
46,4,0,12,7,0,3,1,3,0.44,0.4394,1,0.1045
6,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582
22,1,1,12,21,0,1,1,3,0.24,0.2576,0.93,0.0896
627,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642
47,2,1,5,0,0,3,1,1,0.6,0.5758,0.78,0.1045
1,1,0,3,4,0,5,1,2,0.18,0.1818,0.74,0.194
306,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045
210,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836
146,4,1,11,22,0,6,0,1,0.32,0.3333,0.57,0.1045
873,2,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.194
138,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194
117,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642
215,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537
158,3,1,7,1,0,0,0,1,0.66,0.6061,0.83,0.1045
305,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0
71,2,0,4,6,0,5,1,1,0.5,0.4848,0.45,0.2836
232,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0
10,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896
13,4,0,11,0,0,3,1,1,0.36,0.3788,0.87,0
6,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343
75,1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0
275,3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478
488,3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0
69,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836
26,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642
452,2,1,5,19,0,5,1,1,0.7,0.6515,0.51,0.1343
28,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985
183,3,0,9,14,0,4,1,2,0.66,0.6061,0.83,0.2239
20,4,1,11,3,0,6,0,1,0.3,0.3333,0.81,0
200,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537
676,3,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896
341,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896
1,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284
360,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537
181,4,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985
260,3,1,7,14,0,2,1,1,0.8,0.7576,0.55,0.2836
382,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537
236,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179
181,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582
90,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0
110,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179
86,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985
98,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239
48,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239
171,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836
84,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045
307,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985
46,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343
105,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284
91,2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537
551,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343
125,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.2985
497,3,0,7,13,0,6,0,1,0.76,0.6818,0.45,0.2985
172,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239
79,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836
3,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045
147,2,1,5,22,0,2,1,3,0.6,0.5758,0.78,0.2537
104,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642
558,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0
7,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896
200,3,0,9,21,0,3,1,2,0.6,0.5,1,0.0896
16,2,0,5,0,0,2,1,2,0.56,0.5303,0.83,0.2239
20,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896
41,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896
210,2,0,5,15,0,2,1,1,0.62,0.6061,0.69,0.4478
38,4,0,9,7,0,0,0,2,0.6,0.5152,0.94,0.1343
248,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194
96,3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836
70,4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045
814,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642
704,3,1,9,13,0,6,0,1,0.68,0.6364,0.36,0.194
14,1,0,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343
169,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836
13,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537
17,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642
136,2,1,3,6,0,4,1,2,0.48,0.4697,1,0.0896
5,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642
624,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045
99,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896
4,3,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343
313,3,1,9,12,0,3,1,1,0.6,0.6212,0.43,0.2537
1,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239
86,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343
3,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0
374,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896
3,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045
97,3,0,8,10,0,1,1,1,0.86,0.7576,0.36,0.1642
668,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537
277,3,0,9,16,0,3,1,1,0.76,0.697,0.52,0.2836
2,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627
45,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194
58,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224
10,2,0,4,3,0,1,1,2,0.5,0.4848,1,0.1045
262,2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0
202,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343
17,4,0,10,5,0,4,1,2,0.54,0.5152,1,0.1045
7,4,0,10,4,0,4,1,2,0.54,0.5152,1,0.1045
38,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0
170,4,1,12,11,0,1,1,2,0.4,0.4091,0.87,0.0896
128,1,1,12,19,0,5,1,2,0.24,0.2273,0.65,0.194
572,3,0,6,17,0,2,1,1,0.78,0.7576,0.66,0.2239
261,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239
13,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194
21,2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239
288,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896
614,3,1,9,18,0,6,0,2,0.64,0.6212,0.36,0.2836
465,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836
57,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836
7,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896
89,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537
19,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045
648,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239
15,4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0
310,4,1,12,14,0,0,0,2,0.38,0.3939,0.76,0.1343
364,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836
172,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045
243,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537
200,3,1,7,10,0,1,1,2,0.78,0.7424,0.62,0
346,4,1,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284
394,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627
394,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239
5,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642
336,4,1,10,19,0,0,0,1,0.56,0.5303,0.64,0.2239
280,3,1,8,21,0,2,1,1,0.64,0.6061,0.73,0
779,2,1,5,17,0,5,1,1,0.64,0.6061,0.23,0.2537
555,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985
13,4,1,11,1,0,2,1,1,0.34,0.3485,0.66,0.1045
40,3,1,7,5,0,1,1,2,0.72,0.6667,0.51,0
154,4,0,9,14,0,1,1,1,0.7,0.6515,0.7,0.1642
9,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343
138,1,1,2,11,0,3,1,1,0.36,0.3333,0.53,0.2836
271,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537
584,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045
456,4,1,12,13,0,6,0,1,0.38,0.3939,0.54,0.2537
32,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239
111,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896
255,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836
168,2,0,5,12,0,4,1,2,0.58,0.5455,0.78,0.1045
50,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478
498,3,1,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836
206,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343
89,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194
15,1,0,12,1,0,4,1,1,0.44,0.4394,0.94,0.0896
218,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537
2,4,1,11,4,0,0,0,1,0.22,0.2727,0.44,0
340,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0
53,1,0,3,22,0,4,1,1,0.2,0.2576,0.4,0
39,1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985
197,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343
337,3,0,9,16,0,0,0,1,0.8,0.7727,0.59,0.2239
